date,ele_pro,ele,operating reserve,rate,emp,people_use,NuclearOne#1(萬瓩),NuclearOne#2(萬瓩),NuclearTwo#1(萬瓩),NuclearTwo#2(萬瓩),NuclearThree#1,NuclearThree#2,LinKou#1,LinKou#2,LinKou#3,TaiZhong#1,TaiZhong#2,TaiZhong#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,XingDa#1,XingDa#2,XingDa#3,XingDa#4,DaLin#1,DaLin#2,HePing#1,HePing#2,MaiLiao#1,MaiLiao#2,MaiLiao#3,Cogeneration,DaTan (#1-#6),TongXiao (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,Island,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,Solar,TMax_TPE,TMin_TPE
20190307,30015,28147,1868,6.64,336.383,226.384,0,0,98.5,98.4,94.5,94.6,75.6,0,56.2,52.7,0,0,52,53.2,0,51.7,53.4,49.3,52.9,40,37.9,25,0,76.1,76.5,60,60.3,56.7,0,0,71.9,229.1,142.5,138,54.3,91.6,92,49.6,59.9,54,57.6,66.3,106.1,100.2,0,10.7,0,0,1.1,1.6,0.7,0.5,1.6,0.4,14.5,48.7,5.8,2.9,9.4,4,0,13,15.4,12.1,15.4,12.1
20190308,29767,27951,1816,6.5,335.859,226.032,0,0,98.5,98.3,94.5,94.6,75.8,0,0,52.8,0,0,51.9,53.1,0,52,53.2,49.2,19.3,46.7,47.8,25,0,75.9,76.6,59.9,60.3,56.7,0,0,70.2,290.7,144,140.7,60.9,90.6,90.9,48.6,60,53.5,56.1,66.4,104.6,97.9,0,11.5,0,0,3.3,2.9,2.2,2.1,0.9,0,16.4,48.9,4,2.9,3.5,4,0,14.2,17.9,12.4,17.9,12.4
20190309,28061,25870,2191,8.47,314.352,211.558,0,0,98.2,98.4,94.3,94.5,75.7,0,0,53.4,0,0,52,53.3,0,52,53.2,49.6,52.9,39.8,38.8,25,0,75.8,76.4,59.6,60.3,56.7,0,0,48.5,247.1,144.9,134,65.6,90.6,0,48.6,60,52.9,55.5,66.4,102,27.1,0,5.9,0,0,13,13.5,9.7,2.2,1,0,24.6,48.9,5.8,3.1,8.7,4,0,13.5,19.5,16.4,19.5,16.4
20190310,26624,24801,1823,7.35,295.376,198.787,0,0,98.4,98.3,94.4,94.5,75.7,0,0,53,0,0,52,53.3,0,52,53.2,49.3,52.8,40,47.7,24.9,0,75.6,76.4,56.4,55.7,56.7,0,0,45.8,287.9,144.4,152.3,69.8,90.6,40.9,44.8,0,46.8,48.8,0,46.8,27.1,0,11,0,0,5.5,6.3,4.5,1.8,1.6,0.4,17.6,52.8,5.9,2.8,8.8,4,0,19.2,19.5,15.7,19.5,15.7
20190311,29524,27730,1794,6.47,326.54,219.761,0,0,98.4,98.3,94.4,94.5,75.6,0,79.7,53.2,0,0,51.5,53.3,0,52.1,53.2,49.5,52.9,33,37.8,24.9,0,75.8,39.1,59.7,60.3,56.9,0,0,69.7,245.2,147.1,149.5,69.8,91.6,92,49,59.9,53.1,55.4,67.7,104.9,58.9,0,11.2,0,0,4.8,3.9,3.3,2.4,1.5,0.4,28.3,51.4,3.8,2.8,7.3,4,0,15.3,18.1,15.8,18.1,15.8
20190312,29815,27936,1879,6.73,334.596,225.182,0,0,98.5,98.3,94.4,94.5,75.6,0,79.7,52.8,0,0,52,53.3,22.5,52,53.2,49.9,52.9,33,38.1,24.9,0,75.8,76.4,59.6,60.2,56.8,0,31.7,72.2,239.4,135.3,149.7,57.5,84.1,88,47.8,60,49,51.3,66.5,91,57.3,0,10.9,0,0,2.4,2.4,1.5,4.1,1.4,0.3,14.7,51.8,5.6,2.9,4.2,4,0,14.3,27.8,13.7,27.8,13.7
20190313,30068,28145,1923,6.83,337.439,227.096,0,0,98.5,98.3,94.3,94.5,75.7,0,79.7,52.7,0,0,51.9,53.3,52.1,52.1,53.1,50.3,52.9,39.9,31.1,25.2,0,75.6,76.1,59.9,60.3,45.6,0,57.1,70.8,231.3,144.1,138.8,59.2,48.7,89.3,46.8,60.2,52.1,54.5,66.6,102.7,59.3,0,10.6,0,0,2.9,3.1,2,4.1,1.9,0.6,14.5,56.3,5.8,2.4,3.5,4,0,16,25.4,16.3,25.4,16.3
20190314,30197,28417,1780,6.26,338.919,228.092,0,0,98.3,98.2,94.3,94.5,75.7,0,74.6,53.3,0,0,51.9,53.4,0,52,53.2,50.6,52.9,47.9,47.8,29.6,0,75.8,76.3,60.2,60.2,56.8,0,57.2,64.5,252.3,144.8,134.3,58.5,48.8,90.5,48.1,60.2,51.5,53.6,68.8,100.6,59.6,0,11.2,0,0,3,3,1.9,4.1,2.1,0.4,14.8,53.2,5.8,2,3.3,4,0,15.5,25.5,17.9,25.5,17.9
20190315,29685,27757,1928,6.95,335.598,225.857,0,0,98.2,97.9,94.4,94.5,75.9,0,75.8,53.4,0,0,51.9,53.3,0,52,53.2,50.2,52.8,40,34.9,24.9,0,75.8,76.4,59.7,60.4,56.8,0,57.1,63.7,208.6,139.5,144.8,79.7,16.7,90.6,48.7,60.2,53,53.3,66.5,101.9,60.5,0,11.2,0,0,3.1,3,1.9,4.6,1.4,0.3,14.1,48.1,4.7,2.1,3.3,4,0,24.2,20.5,15.3,20.5,15.3
20190316,27836,25318,2518,9.95,309.487,208.283,0,0,98.5,98.3,94.4,94.6,75.9,0,8.8,52.4,0.6,0,51.8,53.4,7.1,52,53,51.1,52.9,40,39.8,29.5,0,75.8,76.4,59.9,60.2,56.8,0,57.1,41.9,234.5,138.1,150.8,60.2,66.3,46.1,48.1,60.2,52.4,0,68.6,52.3,26.9,0,10.7,0,1.2,3.4,3.3,2.1,1.7,2,0.6,14.8,50.3,5.4,2,3,2.9,0,14.1,20.2,18.2,20.2,18.2
20190317,26971,24681,2290,9.28,291.782,196.368,0,0,98.5,98.3,94.3,94.5,75.9,0,0,52.3,0,0,51.8,53.5,51.7,51.6,53.3,50.7,52.9,40,40,24.8,0,75.8,76.4,56,56.9,56.8,0,57.1,41.3,235.7,133,137.5,69.7,71,0,48.4,0,52.6,54.8,0,50.5,26.9,0,10.4,3.3,2.4,3.6,3.4,2.2,1.4,1.9,0.4,14.7,51.9,3.8,1.9,3,3.3,0,18.3,23.5,17.3,23.5,17.3
20190318,30093,28338,1755,6.19,331.873,223.349,0,0,98.4,98.2,94.3,94.6,75.8,0,0,51.4,28.8,0,51.8,53.3,52.3,51.8,53.4,50.4,52.9,43.9,46.8,27.7,0,75.8,76.3,59.9,60.2,56.8,0,57.1,63.6,233.8,140.7,145.8,75.4,39.7,92,48.2,60.2,52.5,54.7,66.4,101.6,81.7,0,10.3,4,4.9,3.1,2.9,1.8,2.8,1.8,0.5,17.2,58.9,2.9,1.7,3,3.9,0,18.2,26.3,18.7,26.3,18.7
20190319,30687,28882,1805,6.25,345.332,232.408,0,0,98.4,98.2,94.3,94.5,75.8,0,0,52.5,30.2,0,51.9,53.4,52.3,51.7,53.4,49.9,52.8,40,33,27.7,0,75.8,76.3,60,60.2,56.7,0,57.2,66.2,214.9,137.6,153.2,82.7,39.5,93.1,47.3,60.2,51.9,53.5,68.5,98.2,91.5,0,10.4,0,2,3.1,2.6,1.8,2.5,0.5,0,16.1,49.4,3.8,1.6,4,3.6,0.1,23.9,24.6,19.5,24.6,19.5
20190320,31489,29645,1844,6.22,351.897,236.826,0,0,98.3,98.2,94.2,94.4,75.6,0,0,50.6,46,0,49.4,50.7,49.4,50.4,52.5,49.2,52.3,44.8,45.1,32.3,0,75.8,76.4,59.4,0,56.7,0,57.1,60.1,299.1,142.7,163.4,87.5,39.7,92,46.1,60.2,51.1,52.9,68.3,96.4,121.4,0,10.3,0,2.4,3.5,3,2.3,2.6,1.9,0.4,16.7,44.5,1.7,1.5,2.2,2.4,0,24.4,30.9,20.0,30.9,20.0
20190321,32310,30343,1967,6.48,358.451,241.236,0,0,98.4,98.2,94.2,94.4,75.7,0,0,52.1,42.8,0,51.6,53,52.3,51.6,51.7,49.2,52.8,39.9,47,24.9,0,75.8,76.4,60.3,60.1,56.7,0,57.2,66.6,244.9,136.3,170.6,89.2,39.7,91.9,45.4,60.2,50.7,52.5,68.6,95.1,99.3,0,11,0,2.2,3.5,3,2,2.5,3.1,1,15.1,35.2,1.5,1.6,2,1.8,0,23.2,32.5,22.3,32.5,22.3
20190322,31959,29618,2341,7.9,352.322,237.112,0,0,98.3,98.1,94.2,94.5,75.8,0,0,50.1,43.4,0,51.5,53.3,52.1,51.6,53.5,0,51.9,46.3,45.9,41.8,0,75.6,76.2,52.6,60.2,56.9,0,57.2,61.1,242,138.2,167,90.1,39.6,91.7,47.7,59.8,51.8,53.4,67.9,96.8,57.2,0,11,4.5,2.8,3.5,3,2,0.8,2.9,0.8,10.7,33.9,3,1.6,3.5,1.8,0,24.6,23.9,17.5,23.9,17.5
20190323,27349,25265,2084,8.25,312.816,210.524,0,0,98.3,98.1,94.4,94.5,75.9,0,0,52,0,0,51.5,53.3,52,51.6,53.4,0,51.9,39.8,34.1,25.8,0,75.7,76.4,56.4,57.4,56.8,0,57.1,43.1,234.1,133.9,171,62.3,14,46.1,0,60.1,53.6,56.1,67.3,53,26.3,0,10.3,3.3,3.2,3.4,3,2,1.4,2.5,0.8,0,54,4.8,1.3,3,4,0,17.8,17.5,14.0,17.5,14.0
20190324,26671,24812,1859,7.49,294.599,198.264,0,0,98.4,98.1,94.4,94.6,75.7,0,0,52.8,0,0,51.8,53.3,52,51.6,53.5,0,52.9,47,47.4,33.1,0,75.8,76.4,56.5,56.5,56.8,0,57.1,40.3,231.3,133.9,170.2,74.4,39.7,46.1,46.9,0,53.1,56.2,0,53.4,26.8,0,10.7,3.3,2,2.8,2.6,2,1.1,2.8,0.8,15.3,67.4,5.8,1.4,4.8,4,0,18.2,18.7,14.1,18.7,14.1
20190325,30388,28535,1853,6.49,333.343,224.339,0,0,98.3,98.1,94.1,94.5,75.6,0,0,52.5,0,0,51.9,53.5,52,51.4,53.3,0,52.9,39.9,48,47,0,75.8,76.4,59.8,60.1,56.8,0,57.1,59,266.5,147.2,185.2,85.8,39.7,92,48.9,60.2,52.7,55.1,67.8,103.1,66.4,0,10.7,0,1.9,2.4,2.4,1.5,0,3.3,1,16.3,68.8,2.9,1.5,3,3.7,0,18,19.9,17.3,19.9,17.3
20190326,30643,28756,1887,6.56,342.917,230.782,0,0,98.5,98.2,94.1,94.5,75.7,0,0,50.9,0,0,51.9,53.4,52.5,51.5,53.4,0,52.8,47.2,47.8,42.4,2.6,75.8,76.4,59.3,60.1,56.8,0,57.1,59.5,280.6,144.3,174.6,76.4,37.2,92,48.4,60.2,52.5,54.7,66.4,101.4,88,0,11.2,3.3,1.1,2.8,2.7,1.6,0.9,2.5,0.7,14.6,63.7,3.8,1.5,4.5,4,0,18,23.2,17.6,23.2,17.6
20190327,31073,29140,1933,6.63,348.038,234.228,0,0,98.3,98.1,94.2,94.5,75.7,0,0,49.8,0,0,51.9,53.3,52.1,51.5,50.9,0,52.8,41.9,45.3,35,4.4,75.8,76.4,58.1,60.1,56.8,0,57.2,63.4,294.6,140.6,192.4,84,39.7,91.6,47.3,60.2,51.6,54,68.4,98.9,87.8,0,10.8,3.3,2.4,3.7,3,2.3,0.8,2.8,0.8,17.1,50.8,1.4,1.4,3,3.1,0,23.1,28.9,18.5,28.9,18.5
20190328,31985,30093,1892,6.29,356.775,240.109,0,0,98.4,98.2,94.2,94.5,75.6,0,0,50.4,51,0,52,53,51.6,51.9,53.2,0,52.8,34.9,42.9,27.3,51.1,0,76.4,60.1,60.2,56.7,0,57.2,58.9,298,138,188.7,91.7,39.7,91.9,46.1,60.5,50.8,52.8,68.6,96.8,92.8,0,10.9,0,1.6,2.4,2.3,1.3,0.5,3.1,1,23.5,67.1,1.1,1.4,2,3,0,22.9,32.9,21.0,32.9,21.0
20190329,31728,29673,2055,6.92,354.27,238.422,0,0,98.1,97.9,94.3,94.5,75.7,0,0,50.8,48.1,0,52,52.7,52.1,51.7,53.2,0,52.8,47.8,48,36.9,52.8,0,76.4,59.9,60.1,56.8,0,57.2,59.1,284.3,144,182.6,100.3,39.7,92,48,59.9,51.1,53.4,68.6,97.4,64.4,0,11,0,0.8,3,2.8,1.6,0,2.8,0.9,14.7,42.2,0.5,0,1.9,1.9,0,17.9,28.2,19.0,28.2,19.0
20190330,27965,25810,2155,8.35,317.793,213.873,0,0,98,97.8,94.3,94.5,75.7,0,0,52.7,50.9,0,52,53.3,52.2,51.9,53.2,0,52.8,47.8,47.8,25.3,0,0,76.4,58.3,60.2,56.8,0,57.1,47.5,246.3,137.5,183.9,86.5,31.3,46.1,48.1,59.8,51.9,0,68.7,51.1,26.7,0,11.1,0,1.2,3,2.8,1.7,0.7,2.8,0.9,16.9,66.1,4.6,1.3,2.9,2.6,0,9.7,25.3,18.1,25.3,18.1
20190331,26763,24466,2297,9.39,296.502,199.545,0,0,96.1,98,94.3,94.5,75.8,0,0,32.6,50.8,0,51.4,53.3,52,51.9,52.3,0,52.8,48,47.8,37.2,0,0,76.4,0,56.5,56.7,0,57.2,45.9,228.1,139,176.1,86.5,39.1,92,49.3,0,0,46.8,0,93.1,26.6,0,10.7,3.1,2.5,3.2,3,1.8,0.6,2.2,0.6,14.3,63.6,2.5,1.2,4,2.3,0,10.2,22.0,16.4,22.0,16.4
20200301,28307,24986,3321,13.29,300.46,202.042,0,0,-0.1,98.7,94.7,94.4,75.7,75.9,21.5,37.6,0,0,40.5,38.8,51.7,47.5,49,47.6,47.8,27.2,0,32.6,0,76.1,0,56.1,57.2,8.5,36.7,52.9,57.1,383.4,176.9,139.2,95.5,98.3,44.3,39.3,0,51.8,0,0,51,14.2,0,10.3,3,4.2,4.5,4.3,2.4,0.4,3.6,1,29.6,48.2,2.1,0.9,0.7,0,0,20,26.7,18.3,26.7,18.3
20200302,31852,28557,3295,11.54,334.085,224.652,0,0,-0.1,98.8,94.7,94.4,75.7,76,75.9,37.5,0,0,0,53.7,52.4,52,52.9,51.5,52.8,27.2,0,32.4,0,75.9,0,60.1,60.2,38.5,36.7,57.2,79.7,377.5,187.3,145,74.2,98.3,90.7,44.7,41.9,45.6,48.4,68.9,100.5,26.9,4.2,11.8,3.1,2.8,3.1,3,1.6,0.8,3.7,1.4,25.4,50.6,0,0.8,0.5,0,0,13.4,20.1,16.0,20.1,16.0
20200303,32289,29183,3106,10.64,348.255,234.181,0,0,-0.1,98.8,94.6,94.4,75.6,75.9,75.9,44.4,0,0,0,53.6,52.3,51.7,53.4,47.2,52.3,27.5,0,31.5,0,76.1,0,59.8,60.1,41.9,36.7,57.2,77.5,350.1,189.6,147.2,80.1,98.2,92,49.1,64.8,52.1,54.4,68.7,102.5,14.3,0.1,11.2,3.6,6.6,4.5,4.3,2.3,0.3,2.6,1.3,34.2,60.1,3,0.9,0.6,0,0,20.7,26.2,16.8,26.2,16.8
20200304,32616,28858,3758,13.02,350.449,235.656,0,0,-0.1,98.7,94.6,94.4,75.8,76,76,47.2,0,0,0,48.8,42.5,42.6,43.5,51.4,38,27.2,0,31.5,0,76.1,0,59.7,60.2,38.4,36.6,57.2,78.4,363.5,224.4,133.9,68.9,98.3,92,49.1,60,45.2,55.2,68.6,103.9,14.4,0,11,3,4.5,4.2,3.9,2.2,0.3,1.8,1.1,15.2,48.3,2.6,0.9,0.6,0,0,21.2,21.2,15.0,21.2,15.0
20200305,32126,28608,3518,12.3,345.955,232.634,0,0,-0.1,98.8,94.8,94.5,75.7,76,76,47.4,0,0,0,43.5,37.8,41.9,53.4,42.2,47.8,27.9,0,31.4,0,75.9,0,59.8,60.3,38.5,36.7,57.2,77.9,342.7,231.7,137.9,72.2,93.3,92,49.4,64.1,53,55.8,68.6,104.5,22.3,0,11,2.9,2.4,4.1,4,2.3,1,1.8,1.4,14.6,30.6,0.5,0.9,1.1,2.6,0,22,15.8,13.8,15.8,13.8
20200306,31748,28569,3179,11.13,344.944,231.955,0,0,-0.1,98.8,94.7,94.5,75.6,75.9,76,43.3,0,0,0,53.6,45.3,44.3,53.4,48.6,42.9,26.8,0,31.6,0,75.5,0,59.7,60.2,38.5,36.7,57.2,73.8,381.5,202.3,144.2,74.7,90.2,92,48.6,60.1,46.8,46.2,66.3,104.1,14.7,0,11.5,3.3,3.7,4.1,3.8,2.2,0.9,4.1,1.4,24.6,50.4,0.5,0.9,0.8,2.5,0,23.2,25.8,14.8,25.8,14.8
20200307,29894,26182,3712,14.18,321.496,216.187,0,0,-0.1,98.8,94.7,94.5,75.6,76,76,47.3,0,0,0,43.6,43.7,42.5,43.6,47.6,42.9,27,0,31.4,0,76.1,0,59.5,60.2,38.4,36.7,57.2,53.1,369.1,212.3,161.2,75.9,35,46.1,48.6,0,45.2,53.7,66.4,50.8,14.8,0,11.1,3.3,4.4,4.2,4,2.4,0.8,2.5,1.2,30.8,48.9,1.1,0.9,0.6,3,0,21.8,28.9,17.8,28.9,17.8
20200308,28936,25557,3379,13.22,307.504,206.778,0,0,-0.1,98.8,94.7,94.3,75.7,75.9,76,47.4,0,0,0,43.6,43.6,42.6,43.6,47.6,47.8,27.3,0,31.7,0,76.1,0,56.1,56.4,38.4,36.7,57.2,52.9,393.2,215.1,171.2,74.6,82.6,0,48.6,0,0,54.2,0,52,14.8,0,10.9,3.2,6.9,4.2,4,2.3,0.8,2.8,1.4,30.6,50.4,4,0.9,0.8,0,0,21,29.5,20.1,29.5,20.1
20200309,32862,29653,3209,10.82,346.352,232.901,0,0,-0.1,98.7,94.7,94.5,75.7,75.9,76,44.8,0,0,0,53.2,52.5,45.1,53.4,52.3,52.7,27.2,0,31.3,0,76.1,0,59,60.1,38.4,36.6,57.2,67,405.8,235.1,166.9,76.5,63.1,92,48.6,64.8,50.9,52.7,68.7,101,14.3,0,11.1,0,3.2,4,3.6,2.1,0.4,2.3,1,33.4,50.4,0.5,0.8,0.8,0,0,22.4,29.1,20.3,29.1,20.3
20200310,32522,28591,3931,13.75,351.614,236.44,0,0,-0.1,98.7,94.8,94.5,75.9,76.2,76.2,47.6,0,0,0,48.5,42.9,42.6,43.9,52.5,48.1,27.1,0,32.5,0,76.1,0,59.9,60.2,38.5,36.7,57.2,70.5,394.5,244.2,126.9,77.7,37.9,94,48.1,60,52.3,54.9,66.4,103.2,14.3,6.4,11,3.1,3.6,2,2.3,1.1,0.5,4.8,1.7,15.4,32.2,3.8,1.6,3,4,0,15.9,24.0,15.9,24.0,15.9
20200311,31786,28531,3255,11.41,344.086,231.378,0,0,-0.1,98.7,94.7,94.5,75.7,76,76.1,47.1,0,0,0,53.1,51.7,48.8,53.2,52.4,47.8,27.1,0,31.9,0,60.9,0,59.8,60.2,38.4,36.7,57.2,69.3,377,258.9,114.3,70.8,73.6,92,49,60,52.4,54.4,66.4,104.5,14.3,4,10.8,3,1.7,2,1.9,0.8,0.9,2.5,0.9,14.9,47.1,0,1.1,1.7,1.8,0,21,20.4,16.3,20.4,16.3
20200312,32350,29348,3002,10.23,350.331,235.577,0,0,-0.1,98.8,94.6,94.4,75.8,76.2,76.2,47.7,0,0,0,53.6,52.6,47.4,52.7,52.2,48.1,28.6,0,33.2,0,76.1,0,59.8,60.1,38.4,36.7,57.1,74.4,356.3,260.6,125.7,78,95.3,92,49.1,64.8,52.4,54.4,68.9,103.1,15.4,0,11.1,1,2.2,3.9,3.7,1.9,0.9,3.9,1.1,31.3,61.1,0,1,0.9,1.8,0,23.9,25.7,18.1,25.7,18.1
20200313,32263,29165,3098,10.62,353.107,237.444,0,0,-0.1,98.6,94.7,94.4,75.8,76.1,76.1,42.8,0,0,25.6,48.5,45.9,43.4,44.6,44.2,45.7,27.2,0,31.8,0,76.1,0,59.9,60.2,38.5,36.6,57.2,73.8,390.6,262.4,125,73.3,94.2,88.1,45.5,63,51.9,53.8,68.9,100.7,29.6,0,11.3,0,1.9,2.9,2.8,1.6,0.8,3.4,1.2,15.3,34.1,0,1,1,0,0,7.3,22.6,18.0,22.6,18.0
20200314,29628,25802,3826,14.83,320.592,215.579,0,0,-0.1,98.8,94.7,94.5,75.9,76.2,75.9,47.1,0,0,33.8,48.5,47.9,45.9,47.5,45.7,47.3,27.3,0,31.6,0,76.4,0,59.8,60.2,38.5,36.7,57.1,53,368.3,191.7,112.2,71.1,95.3,46.1,0,60,53.1,0,0,52.9,30,0,11,2.8,3.4,2.5,2.5,1.3,1,4,1.5,14.4,29.9,0,1.2,3,3.9,0,17.7,18.2,15.4,18.2,15.4
20200315,28330,24837,3493,14.06,296.266,199.221,0,0,-0.1,98.7,94.7,94.5,75.8,76.1,75.9,42.8,0,0,33.7,43.6,42.7,30.3,31.2,32.7,33.3,27.2,0,31.5,0,76.2,0,56.4,56.5,38.4,36.6,0,52.2,414.4,251,134.9,75,35.7,46.1,49,0,0,55,0,0,26.7,0,11,4.6,5.6,2.9,2.9,1.5,1,2.7,1.1,37.2,76.5,0,1.1,3,4,0,22.8,23.6,13.0,23.6,13.0
20200316,32804,27984,4820,17.22,332.002,223.252,0,0,-0.1,98.7,94.6,94.4,76,76.3,76,52,0,0,49.8,30.8,30.1,42.7,31.2,44.8,28.5,26.9,0,30.3,0,76,0,59.8,60,38.5,36.7,57.1,78.2,391.8,247,132.1,89.9,56.1,84.7,45.1,60.1,46.1,46.9,66.4,96.9,26.7,0,11.2,0,1.2,3.1,3,1.9,0.9,4.1,1.2,15.1,33.8,0,1,1,2.4,0,16,25.6,15.0,25.6,15.0
20200317,32896,28753,4143,14.41,344.35,231.556,0,0,-0.1,98.8,94.6,94.4,75.8,76.1,75.9,43.5,0,0,40.7,38.9,30.2,42.8,31.2,47.3,33.4,27.3,0,30,0,76,0,60.1,60.1,38.5,36.7,57.2,70.8,397.4,234.9,141.6,90.2,82.2,90.5,48.6,60,51.8,54.2,66.5,103.7,26.8,1.9,8.3,0,3.5,3.2,3,1.6,0.4,2.8,1,14.6,45.4,0,0.9,1.2,1.7,0,13.8,28.9,17.8,28.9,17.8
20200318,33271,29118,4153,14.26,349.431,234.972,0,0,-0.1,98.7,94.7,94.4,75.5,75.9,75.9,37.9,0,0,50,53.8,52.4,43.2,43.3,42.5,48.1,27.3,0,30.3,0,76.3,0,59.8,60.2,38.5,36.6,57.2,69.3,392.6,249.4,169,87.1,69.5,79.2,39.2,60.2,45.1,54.1,66.5,104,26.7,3.8,11.1,2.8,2.6,3.2,3,1.7,0.3,2.9,1.1,15.8,16.3,0,0.9,2.9,1.7,0,22,26.0,17.9,26.0,17.9
20200319,32474,29389,3085,10.5,353.923,237.993,0,0,-0.1,98.7,94.7,94.4,75.7,76,75.9,37.9,0,0,49.6,53.8,52.3,52.6,52.6,52.2,51.5,26.8,0,30.2,0,76.1,0,59.2,60.1,38.5,36.8,57.2,70.8,379.4,251.7,150.5,85.8,28.6,92,49.1,60.2,51.7,54,68.9,102.5,50.6,7.3,11.2,3,2.2,3.2,3,1.7,2.1,2.4,0.9,15.5,29.1,0,0.9,1,1.8,0,23.1,22.7,18.9,22.7,18.9
20200320,32730,29030,3700,12.75,352.091,236.76,0,0,-0.1,98.7,94.6,94.4,75.5,75.9,56.7,42.4,0,0,50.2,53.8,37,39.1,39.7,46.1,38.2,27.2,0,30.2,0,76.2,0,60.2,60.2,38.5,36.8,57.2,70.1,377.4,253.9,141.8,85.1,29.9,92,48.1,60.3,51.5,53.6,68.6,99.6,28.2,0,11.2,0,1.1,3.2,3,1.6,0.4,4,1.5,14.9,35.9,0,0.9,1.1,2.1,0,12.1,24.8,19.3,24.8,19.3
20200321,29655,26635,3020,11.34,327.627,220.31,0,0,-0.1,98.6,94.5,94.3,75.8,76.1,75.9,28,0,0,45.9,23.9,23.5,23.7,23.9,29.4,23.5,27.2,0,30.2,0,76.1,0,59.6,60,38.5,36.9,57.2,45.9,376.2,230.5,190.3,92.2,24,45,0,60.3,50.3,45.8,66.4,99.1,28.4,0,11.3,3.5,3.5,3.2,3,1.7,0.3,4,1.6,18,84.1,0,0.9,1.8,2.3,0,17.5,31.7,20.4,31.7,20.4
20200322,29174,26088,3086,11.83,313.144,210.571,0,0,-0.1,98.8,94.6,94.4,75.6,75.9,75.8,34.6,0,0,40.6,38.9,37.7,38.4,38.5,42.7,33.4,27.1,0,30.2,0,76.1,0,57,57,38.5,36.8,57.1,46.6,368.2,226.8,176.3,94.3,30.9,0,48.5,0,51.1,53,0,102.4,28.6,0,10.8,3,2.2,3.2,3,1.6,0.3,3.5,1.3,21,64.2,0,0.9,2.1,2.5,0,17,33.5,21.5,33.5,21.5
20200323,33143,29372,3771,12.84,348.605,234.416,0,0,-0.1,98.6,94.5,94.4,75.7,76,76.1,42.4,0,0,49.7,37.8,39,36.1,36.3,44.9,38.7,27.2,0,30.2,0,76,0,59.3,60.1,38.5,36.8,56.2,87.6,360.9,227.8,175,86,37.8,93.1,48.9,64.8,51.3,49.6,68.9,98.7,28.7,0,11,0,1.2,3.2,3,1.6,0.8,3.9,1.2,15,33.5,0,0.9,0.8,2.1,0,8,23.3,19.0,23.3,19.0
20200324,33595,29470,4125,14,356.83,239.948,0,0,-0.1,98.7,94.6,94.3,75.7,76,76.1,42.4,0,0,49.5,33.8,32.9,33.3,33.9,42.5,43.2,27.2,0,30.8,0,76.1,0,59.4,60.1,38.5,36.8,57.2,79.1,355.4,235.3,173.2,95.1,79.7,92,48.8,60.2,51.3,52.6,67.1,101,28.7,0.2,11.4,3.1,4.2,3.2,3,1.6,0.8,3.1,1.3,17.9,45.4,0,0.8,1.1,0,0,11.7,25.3,19.4,25.3,19.4
20200325,33615,30038,3577,11.91,361.503,243.09,0,0,-0.1,98.7,94.5,94.3,75.7,76,76.1,39.8,0,0,49.2,33.6,32.9,33.3,33.9,45.7,46.1,27,0,31.1,0,76.1,0,58.9,60,38.5,36.8,57.1,85.3,365.5,246.1,186.4,90.2,99.3,92,48.3,60,49.2,53.2,68.7,99.4,28.6,0,10.8,3.1,1.9,3.2,3,1.7,0.8,4,1.7,15.5,61.5,0,0.8,1.1,1.7,0,11.5,31.6,20.5,31.6,20.5
20200326,34029,30842,3187,10.33,367.755,247.294,0,0,-0.1,98.6,94.5,94.2,0,75.7,76,28.8,0,0,49.8,50.6,49.2,46.7,46.9,49.1,50.1,28,0,38.3,0,76.1,0,60.2,60.1,56.9,55.8,57.1,84.1,362,237.7,202.7,95.1,99.3,91.5,47.4,60.2,50.2,52,68.9,80,36.5,7,10.8,3.2,4.5,3.2,3.1,1.6,0.8,3.3,1.3,38.9,65.9,0,0.8,1,2,0,14.1,34.2,22.1,34.2,22.1
20200327,34524,31260,3264,10.44,371.532,249.834,0,0,-0.1,98.4,94.3,94,0,75.8,75.9,41.7,0,0,49.4,53.6,52.3,48.9,53.2,49.5,51.2,27.5,0,30.9,0,76.1,0,59.3,59.6,46.9,46.1,57.1,85.3,363.1,238.8,197.9,95,99.3,92,48.4,60.2,50.3,52.3,68.9,90.8,30,0,11.7,0,1.7,3.2,3.1,1.7,0.3,3.7,1.4,14.7,59.1,0,0.8,1.9,0,0,7.5,33.1,21.4,33.1,21.4
20200328,29959,25893,4066,15.7,328.172,220.677,0,0,-0.1,98.4,94.5,94.2,0,76,76.1,42.2,0,0,0,43.6,43.6,43,43.3,47.4,48.2,25.1,0,30.6,0,76.1,0,58.7,60,38.5,36.8,57.1,63.5,357.9,221.4,199.4,90.4,35.7,40.3,0,60.2,45.2,0,0,89.3,26.5,0,11.4,3,2.5,2.8,2.7,1.3,0.4,0.5,0.1,15.2,62.5,0,0.9,0.8,2,0,21,22.4,14.9,22.4,14.9
